,Preço de abertura,Máximo do dia,Mínimo do dia,Preço de fechamento,Preço de fechamento ajustado,Volume negociado,Data,Ativo,Descrição,Código,Moeda
0,1388.75,1411.5,1386.25,1400.75,1400.75,111854.0,2023-05-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
1,1400.0,1401.75,1358.75,1364.0,1364.0,149242.0,2023-05-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
2,1365.0,1365.75,1332.75,1337.0,1337.0,145517.0,2023-05-17 00:00:00,Soja,Futuros de Soja,ZS=F,USD
3,1336.5,1348.0,1323.25,1333.25,1333.25,124325.0,2023-05-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
4,1333.25,1345.0,1304.75,1307.25,1307.25,135856.0,2023-05-19 00:00:00,Soja,Futuros de Soja,ZS=F,USD
5,1308.25,1344.25,1304.75,1341.25,1341.25,143213.0,2023-05-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
6,1341.0,1341.25,1315.5,1322.5,1322.5,111359.0,2023-05-23 00:00:00,Soja,Futuros de Soja,ZS=F,USD
7,1322.5,1337.75,1316.0,1324.5,1324.5,95312.0,2023-05-24 00:00:00,Soja,Futuros de Soja,ZS=F,USD
8,1324.25,1333.5,1305.0,1324.0,1324.0,131878.0,2023-05-25 00:00:00,Soja,Futuros de Soja,ZS=F,USD
9,1323.75,1343.5,1322.0,1337.25,1337.25,104197.0,2023-05-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
10,1337.25,1337.25,1294.25,1296.5,1296.5,128256.0,2023-05-30 00:00:00,Soja,Futuros de Soja,ZS=F,USD
11,1298.0,1302.75,1270.75,1299.75,1299.75,137386.0,2023-05-31 00:00:00,Soja,Futuros de Soja,ZS=F,USD
12,1299.75,1335.25,1299.25,1329.5,1329.5,132076.0,2023-06-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
13,1329.0,1355.25,1322.0,1352.5,1352.5,120303.0,2023-06-02 00:00:00,Soja,Futuros de Soja,ZS=F,USD
14,1353.25,1361.5,1343.5,1350.0,1350.0,98182.0,2023-06-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
15,1352.0,1364.0,1340.25,1353.25,1353.25,129813.0,2023-06-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
16,1353.25,1370.75,1350.0,1360.75,1360.75,143477.0,2023-06-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
17,1358.0,1371.75,1352.0,1363.25,1363.25,152587.0,2023-06-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
18,1360.5,1388.0,1356.25,1386.5,1386.5,142158.0,2023-06-09 00:00:00,Soja,Futuros de Soja,ZS=F,USD
19,1390.0,1392.75,1368.5,1372.75,1372.75,122300.0,2023-06-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
20,1373.25,1415.5,1371.75,1399.25,1399.25,161567.0,2023-06-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
21,1398.75,1399.0,1380.0,1388.25,1388.25,124157.0,2023-06-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
22,1389.75,1432.0,1387.5,1428.25,1428.25,144129.0,2023-06-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
23,1426.0,1468.25,1426.0,1466.5,1466.5,158732.0,2023-06-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
24,1472.75,1489.25,1459.75,1477.25,1477.25,126378.0,2023-06-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
25,1489.0,1521.25,1479.0,1514.75,1514.75,105944.0,2023-06-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
26,1513.25,1519.5,1468.5,1500.5,1500.5,100736.0,2023-06-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
27,1500.0,1501.5,1470.25,1494.5,1494.5,83289.0,2023-06-23 00:00:00,Soja,Futuros de Soja,ZS=F,USD
28,1486.25,1525.0,1477.75,1521.0,1521.0,51073.0,2023-06-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
29,1523.0,1524.75,1490.0,1495.0,1495.0,50206.0,2023-06-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
30,1486.75,1499.75,1435.75,1451.0,1451.0,34817.0,2023-06-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
31,1447.75,1485.5,1445.25,1483.0,1483.0,23201.0,2023-06-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
32,1482.0,1568.0,1480.25,1557.25,1557.25,5228.0,2023-06-30 00:00:00,Soja,Futuros de Soja,ZS=F,USD
33,1557.25,1616.5,1556.0,1562.0,1562.0,1870.0,2023-07-03 00:00:00,Soja,Futuros de Soja,ZS=F,USD
34,1562.25,1589.0,1544.0,1547.25,1547.25,1034.0,2023-07-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
35,1538.25,1544.0,1519.25,1525.75,1525.75,507.0,2023-07-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
36,1523.5,1523.5,1480.0,1485.5,1485.5,417.0,2023-07-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
37,1484.0,1524.75,1484.0,1508.0,1508.0,94.0,2023-07-10 00:00:00,Soja,Futuros de Soja,ZS=F,USD
38,1515.75,1533.5,1515.75,1520.5,1520.5,209.0,2023-07-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
39,1545.5,1545.5,1477.0,1488.5,1488.5,132.0,2023-07-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
40,1489.0,1518.0,1489.0,1518.0,1518.0,72.0,2023-07-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
41,1507.0,1511.5,1495.75,1495.75,1495.75,27708.0,2023-07-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
42,1490.75,1497.0,1477.75,1484.0,1484.0,25571.0,2023-07-17 00:00:00,Soja,Futuros de Soja,ZS=F,USD
43,1476.5,1501.0,1474.25,1492.0,1492.0,26908.0,2023-07-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
44,1492.0,1518.25,1485.0,1491.5,1491.5,33338.0,2023-07-19 00:00:00,Soja,Futuros de Soja,ZS=F,USD
45,1489.0,1501.5,1480.75,1495.0,1495.0,28198.0,2023-07-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
46,1491.75,1504.0,1485.0,1501.0,1501.0,28372.0,2023-07-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
47,1507.5,1537.0,1500.0,1523.25,1523.25,29203.0,2023-07-24 00:00:00,Soja,Futuros de Soja,ZS=F,USD
48,1521.75,1527.25,1502.75,1515.5,1515.5,25259.0,2023-07-25 00:00:00,Soja,Futuros de Soja,ZS=F,USD
49,1513.75,1558.0,1506.0,1546.25,1546.25,30605.0,2023-07-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
50,1549.0,1580.75,1529.25,1532.0,1532.0,25445.0,2023-07-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
51,1530.5,1531.5,1483.5,1486.75,1486.75,13888.0,2023-07-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
52,1486.5,1486.5,1430.25,1445.75,1445.75,2352.0,2023-07-31 00:00:00,Soja,Futuros de Soja,ZS=F,USD
53,1446.5,1465.0,1433.75,1446.75,1446.75,2092.0,2023-08-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
54,1447.25,1447.25,1420.25,1429.75,1429.75,744.0,2023-08-02 00:00:00,Soja,Futuros de Soja,ZS=F,USD
55,1431.0,1445.0,1424.75,1428.75,1428.75,1505.0,2023-08-03 00:00:00,Soja,Futuros de Soja,ZS=F,USD
56,1446.0,1446.0,1434.0,1444.0,1444.0,323.0,2023-08-04 00:00:00,Soja,Futuros de Soja,ZS=F,USD
57,1430.0,1430.0,1405.0,1414.5,1414.5,212.0,2023-08-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
58,1400.25,1431.25,1395.0,1430.0,1430.0,382.0,2023-08-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
59,1436.0,1438.0,1430.75,1431.5,1431.5,104.0,2023-08-09 00:00:00,Soja,Futuros de Soja,ZS=F,USD
60,1431.75,1438.5,1410.0,1412.0,1412.0,82.0,2023-08-10 00:00:00,Soja,Futuros de Soja,ZS=F,USD
61,1353.25,1409.0,1353.25,1401.25,1401.25,25.0,2023-08-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
62,1422.0,1422.0,1391.0,1391.0,1391.0,7906.0,2023-08-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
63,1344.25,1348.75,1319.5,1323.25,1323.25,15884.0,2023-08-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
64,1323.75,1344.25,1321.25,1334.75,1334.75,9256.0,2023-08-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
65,1337.0,1347.75,1332.5,1336.75,1336.75,12549.0,2023-08-17 00:00:00,Soja,Futuros de Soja,ZS=F,USD
66,1338.0,1365.5,1337.75,1362.75,1362.75,11335.0,2023-08-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
67,1369.0,1386.75,1364.5,1370.0,1370.0,13759.0,2023-08-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
68,1369.5,1381.0,1341.75,1351.5,1351.5,8855.0,2023-08-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
69,1350.25,1362.25,1333.75,1359.5,1359.5,16285.0,2023-08-23 00:00:00,Soja,Futuros de Soja,ZS=F,USD
70,1359.5,1370.75,1352.0,1365.75,1365.75,8107.0,2023-08-24 00:00:00,Soja,Futuros de Soja,ZS=F,USD
71,1364.0,1382.0,1361.25,1381.0,1381.0,14320.0,2023-08-25 00:00:00,Soja,Futuros de Soja,ZS=F,USD
72,1388.25,1400.75,1383.75,1395.25,1395.25,10112.0,2023-08-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
73,1382.75,1394.0,1380.5,1382.0,1382.0,9140.0,2023-08-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
74,1378.5,1391.75,1366.75,1381.25,1381.25,9727.0,2023-08-30 00:00:00,Soja,Futuros de Soja,ZS=F,USD
75,1381.0,1381.0,1360.0,1360.0,1360.0,853.0,2023-08-31 00:00:00,Soja,Futuros de Soja,ZS=F,USD
76,1362.0,1374.0,1355.0,1356.25,1356.25,422.0,2023-09-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
77,1359.5,1359.5,1348.0,1349.0,1349.0,85.0,2023-09-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
78,1365.5,1365.5,1359.5,1360.25,1360.25,102.0,2023-09-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
79,1349.5,1350.0,1345.0,1345.0,1345.0,310.0,2023-09-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
80,1339.0,1349.5,1339.0,1349.5,1349.5,198.0,2023-09-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
81,1352.5,1352.5,1352.0,1352.5,1352.5,36.0,2023-09-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
82,1348.75,1348.75,1331.75,1331.75,1331.75,274.0,2023-09-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
83,1325.5,1336.0,1325.5,1336.0,1336.0,201.0,2023-09-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
84,1343.75,1343.75,1343.75,1343.75,1343.75,138778.0,2023-09-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
85,1360.5,1367.75,1338.25,1340.25,1340.25,114647.0,2023-09-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
86,1340.0,1344.5,1315.5,1316.75,1316.75,137195.0,2023-09-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
87,1315.0,1319.75,1308.0,1315.5,1315.5,138842.0,2023-09-19 00:00:00,Soja,Futuros de Soja,ZS=F,USD
88,1315.25,1322.75,1310.25,1320.0,1320.0,112121.0,2023-09-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
89,1319.75,1322.0,1293.0,1293.75,1293.75,140563.0,2023-09-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
90,1294.0,1303.0,1292.5,1296.25,1296.25,121669.0,2023-09-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
91,1295.25,1300.0,1284.5,1297.75,1297.75,101011.0,2023-09-25 00:00:00,Soja,Futuros de Soja,ZS=F,USD
92,1299.25,1307.75,1289.0,1302.75,1302.75,135125.0,2023-09-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
93,1302.75,1317.0,1297.5,1303.25,1303.25,146484.0,2023-09-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
94,1303.0,1307.0,1287.0,1300.5,1300.5,151183.0,2023-09-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
95,1300.5,1305.5,1272.5,1275.0,1275.0,169945.0,2023-09-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
96,1272.5,1279.5,1265.75,1277.0,1277.0,156106.0,2023-10-02 00:00:00,Soja,Futuros de Soja,ZS=F,USD
97,1276.5,1278.75,1256.75,1272.75,1272.75,191994.0,2023-10-03 00:00:00,Soja,Futuros de Soja,ZS=F,USD
98,1272.0,1285.0,1268.75,1273.0,1273.0,126709.0,2023-10-04 00:00:00,Soja,Futuros de Soja,ZS=F,USD
99,1271.75,1283.75,1262.0,1280.75,1280.75,143482.0,2023-10-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
100,1279.5,1287.25,1263.5,1266.0,1266.0,156382.0,2023-10-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
101,1267.0,1277.5,1258.25,1264.25,1264.25,162794.0,2023-10-09 00:00:00,Soja,Futuros de Soja,ZS=F,USD
102,1263.0,1273.25,1254.25,1271.5,1271.5,161646.0,2023-10-10 00:00:00,Soja,Futuros de Soja,ZS=F,USD
103,1271.5,1274.25,1251.0,1252.5,1252.5,185252.0,2023-10-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
104,1252.5,1299.75,1250.5,1290.0,1290.0,235474.0,2023-10-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
105,1286.75,1298.5,1273.5,1280.25,1280.25,139748.0,2023-10-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
106,1280.0,1289.0,1279.5,1286.25,1286.25,111494.0,2023-10-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
107,1286.0,1303.5,1285.5,1296.75,1296.75,135410.0,2023-10-17 00:00:00,Soja,Futuros de Soja,ZS=F,USD
108,1297.0,1313.0,1293.25,1311.0,1311.0,163209.0,2023-10-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
109,1311.0,1317.75,1300.25,1315.5,1315.5,182300.0,2023-10-19 00:00:00,Soja,Futuros de Soja,ZS=F,USD
110,1315.0,1318.5,1301.0,1302.25,1302.25,143729.0,2023-10-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
111,1302.0,1304.0,1286.0,1286.75,1286.75,119491.0,2023-10-23 00:00:00,Soja,Futuros de Soja,ZS=F,USD
112,1287.0,1297.75,1280.5,1295.25,1295.25,125254.0,2023-10-24 00:00:00,Soja,Futuros de Soja,ZS=F,USD
113,1293.0,1301.25,1278.0,1288.25,1288.25,111043.0,2023-10-25 00:00:00,Soja,Futuros de Soja,ZS=F,USD
114,1287.5,1297.75,1277.5,1279.5,1279.5,105810.0,2023-10-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
115,1279.25,1303.5,1277.75,1297.25,1297.25,108290.0,2023-10-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
116,1297.0,1308.75,1281.0,1282.75,1282.75,77497.0,2023-10-30 00:00:00,Soja,Futuros de Soja,ZS=F,USD
117,1283.0,1300.0,1276.0,1287.0,1287.0,7814.0,2023-10-31 00:00:00,Soja,Futuros de Soja,ZS=F,USD
118,1290.0,1296.75,1283.25,1291.25,1291.25,2816.0,2023-11-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
119,1290.25,1306.25,1290.25,1304.0,1304.0,1729.0,2023-11-02 00:00:00,Soja,Futuros de Soja,ZS=F,USD
120,1303.5,1330.0,1302.25,1327.5,1327.5,2203.0,2023-11-03 00:00:00,Soja,Futuros de Soja,ZS=F,USD
121,1327.5,1345.25,1327.5,1340.5,1340.5,1020.0,2023-11-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
122,1339.5,1366.0,1336.5,1348.75,1348.75,2165.0,2023-11-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
123,1352.0,1368.75,1348.0,1349.0,1349.0,217.0,2023-11-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
124,1351.0,1353.5,1326.5,1327.75,1327.75,92.0,2023-11-09 00:00:00,Soja,Futuros de Soja,ZS=F,USD
125,1328.0,1335.0,1325.25,1333.5,1333.5,163.0,2023-11-10 00:00:00,Soja,Futuros de Soja,ZS=F,USD
126,1335.0,1369.0,1333.75,1368.0,1368.0,284.0,2023-11-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
127,1372.0,1372.0,1358.5,1368.75,1368.75,121756.0,2023-11-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
128,1389.0,1398.5,1379.5,1385.0,1385.0,112125.0,2023-11-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
129,1385.0,1387.75,1353.75,1360.25,1360.25,139084.0,2023-11-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
130,1360.0,1361.5,1336.75,1340.25,1340.25,125658.0,2023-11-17 00:00:00,Soja,Futuros de Soja,ZS=F,USD
131,1339.25,1368.0,1327.0,1367.25,1367.25,126688.0,2023-11-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
132,1365.5,1389.25,1364.0,1377.25,1377.25,131504.0,2023-11-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
133,1377.0,1378.5,1354.25,1356.5,1356.5,123978.0,2023-11-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
134,1354.5,1355.0,1329.5,1330.75,1330.75,79518.0,2023-11-24 00:00:00,Soja,Futuros de Soja,ZS=F,USD
135,1329.5,1339.0,1323.5,1329.75,1329.75,108127.0,2023-11-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
136,1330.25,1350.0,1329.5,1346.5,1346.5,122211.0,2023-11-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
137,1346.5,1352.0,1337.0,1347.0,1347.0,110829.0,2023-11-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
138,1347.0,1351.5,1339.25,1342.75,1342.75,106352.0,2023-11-30 00:00:00,Soja,Futuros de Soja,ZS=F,USD
139,1342.0,1343.5,1323.5,1325.0,1325.0,133231.0,2023-12-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
140,1322.5,1329.25,1303.5,1306.25,1306.25,145541.0,2023-12-04 00:00:00,Soja,Futuros de Soja,ZS=F,USD
141,1307.25,1315.25,1294.0,1305.5,1305.5,127531.0,2023-12-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
142,1309.25,1313.5,1293.75,1295.5,1295.5,114902.0,2023-12-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
143,1296.0,1318.25,1292.0,1311.75,1311.75,142340.0,2023-12-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
144,1312.5,1330.75,1299.0,1304.0,1304.0,143886.0,2023-12-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
145,1309.5,1338.5,1307.0,1336.0,1336.0,156810.0,2023-12-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
146,1337.25,1344.0,1320.5,1323.75,1323.75,151132.0,2023-12-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
147,1323.0,1323.5,1302.5,1307.5,1307.5,134421.0,2023-12-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
148,1311.0,1319.25,1304.0,1314.0,1314.0,92835.0,2023-12-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
149,1317.0,1320.5,1304.0,1315.75,1315.75,104871.0,2023-12-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
150,1318.0,1328.0,1307.0,1327.0,1327.0,105952.0,2023-12-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
151,1326.5,1328.75,1309.5,1312.5,1312.5,136922.0,2023-12-19 00:00:00,Soja,Futuros de Soja,ZS=F,USD
152,1312.5,1321.75,1305.5,1308.25,1308.25,101196.0,2023-12-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
153,1309.5,1310.0,1295.0,1297.25,1297.25,71637.0,2023-12-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
154,1296.75,1308.0,1294.0,1299.75,1299.75,52365.0,2023-12-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
155,1299.75,1314.5,1296.0,1313.25,1313.25,34317.0,2023-12-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
156,1310.5,1318.75,1303.0,1316.75,1316.75,37407.0,2023-12-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
157,1315.75,1324.25,1303.0,1305.25,1305.25,23869.0,2023-12-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
158,1304.75,1311.75,1292.25,1293.5,1293.5,6682.0,2023-12-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
159,1289.5,1289.5,1266.0,1274.0,1274.0,2675.0,2024-01-02 00:00:00,Soja,Futuros de Soja,ZS=F,USD
160,1271.5,1275.25,1268.0,1269.5,1269.5,2363.0,2024-01-03 00:00:00,Soja,Futuros de Soja,ZS=F,USD
161,1274.25,1274.25,1260.25,1262.0,1262.0,353.0,2024-01-04 00:00:00,Soja,Futuros de Soja,ZS=F,USD
162,1261.25,1261.25,1249.75,1249.75,1249.75,1000.0,2024-01-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
163,1252.75,1252.75,1233.25,1239.5,1239.5,255.0,2024-01-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
164,1238.5,1243.0,1228.75,1241.5,1241.5,158.0,2024-01-09 00:00:00,Soja,Futuros de Soja,ZS=F,USD
165,1241.5,1241.5,1228.75,1228.75,1228.75,307.0,2024-01-10 00:00:00,Soja,Futuros de Soja,ZS=F,USD
166,1234.0,1235.5,1231.25,1231.25,1231.25,220.0,2024-01-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
167,1239.75,1240.25,1205.75,1205.75,1205.75,237245.0,2024-01-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
168,1227.0,1237.75,1220.75,1227.25,1227.25,140122.0,2024-01-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
169,1227.25,1231.0,1205.0,1205.75,1205.75,138322.0,2024-01-17 00:00:00,Soja,Futuros de Soja,ZS=F,USD
170,1206.0,1216.0,1201.0,1213.5,1213.5,112771.0,2024-01-18 00:00:00,Soja,Futuros de Soja,ZS=F,USD
171,1213.0,1227.0,1210.75,1213.25,1213.25,96455.0,2024-01-19 00:00:00,Soja,Futuros de Soja,ZS=F,USD
172,1216.75,1225.75,1209.5,1224.25,1224.25,94437.0,2024-01-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
173,1224.25,1240.5,1221.5,1239.5,1239.5,107718.0,2024-01-23 00:00:00,Soja,Futuros de Soja,ZS=F,USD
174,1239.0,1246.0,1235.25,1240.25,1240.25,130579.0,2024-01-24 00:00:00,Soja,Futuros de Soja,ZS=F,USD
175,1240.0,1247.5,1215.5,1223.0,1223.0,138526.0,2024-01-25 00:00:00,Soja,Futuros de Soja,ZS=F,USD
176,1223.5,1230.75,1208.5,1209.25,1209.25,112232.0,2024-01-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
177,1210.75,1212.5,1191.5,1194.25,1194.25,160776.0,2024-01-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
178,1193.75,1221.25,1187.75,1218.75,1218.75,133600.0,2024-01-30 00:00:00,Soja,Futuros de Soja,ZS=F,USD
179,1218.75,1223.0,1206.75,1222.25,1222.25,131031.0,2024-01-31 00:00:00,Soja,Futuros de Soja,ZS=F,USD
180,1221.25,1221.75,1199.5,1203.25,1203.25,117651.0,2024-02-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
181,1203.25,1208.25,1186.75,1188.5,1188.5,101687.0,2024-02-02 00:00:00,Soja,Futuros de Soja,ZS=F,USD
182,1190.0,1198.5,1179.5,1196.25,1196.25,133159.0,2024-02-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
183,1196.0,1205.5,1193.75,1199.5,1199.5,104104.0,2024-02-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
184,1199.0,1202.0,1179.25,1189.0,1189.0,137235.0,2024-02-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
185,1187.0,1204.75,1180.5,1193.5,1193.5,165204.0,2024-02-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
186,1195.0,1198.0,1181.5,1183.5,1183.5,120117.0,2024-02-09 00:00:00,Soja,Futuros de Soja,ZS=F,USD
187,1183.75,1196.75,1182.5,1193.0,1193.0,114463.0,2024-02-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
188,1191.75,1197.5,1183.0,1186.25,1186.25,132884.0,2024-02-13 00:00:00,Soja,Futuros de Soja,ZS=F,USD
189,1186.25,1190.0,1168.25,1170.5,1170.5,128628.0,2024-02-14 00:00:00,Soja,Futuros de Soja,ZS=F,USD
190,1168.0,1174.75,1160.25,1162.25,1162.25,135571.0,2024-02-15 00:00:00,Soja,Futuros de Soja,ZS=F,USD
191,1163.75,1173.75,1162.25,1172.25,1172.25,99941.0,2024-02-16 00:00:00,Soja,Futuros de Soja,ZS=F,USD
192,1177.75,1188.5,1174.0,1179.0,1179.0,145020.0,2024-02-20 00:00:00,Soja,Futuros de Soja,ZS=F,USD
193,1179.0,1179.25,1157.5,1160.75,1160.75,113652.0,2024-02-21 00:00:00,Soja,Futuros de Soja,ZS=F,USD
194,1161.0,1167.25,1146.75,1147.75,1147.75,136672.0,2024-02-22 00:00:00,Soja,Futuros de Soja,ZS=F,USD
195,1148.0,1154.0,1130.25,1133.0,1133.0,125088.0,2024-02-23 00:00:00,Soja,Futuros de Soja,ZS=F,USD
196,1137.0,1142.25,1124.75,1136.0,1136.0,98731.0,2024-02-26 00:00:00,Soja,Futuros de Soja,ZS=F,USD
197,1136.0,1152.25,1128.75,1131.25,1131.25,79533.0,2024-02-27 00:00:00,Soja,Futuros de Soja,ZS=F,USD
198,1132.25,1144.5,1124.75,1134.0,1134.0,37481.0,2024-02-28 00:00:00,Soja,Futuros de Soja,ZS=F,USD
199,1132.0,1136.0,1115.0,1128.25,1128.25,4459.0,2024-02-29 00:00:00,Soja,Futuros de Soja,ZS=F,USD
200,1128.25,1143.5,1126.75,1143.0,1143.0,763.0,2024-03-01 00:00:00,Soja,Futuros de Soja,ZS=F,USD
201,1152.0,1158.0,1145.0,1147.0,1147.0,404.0,2024-03-04 00:00:00,Soja,Futuros de Soja,ZS=F,USD
202,1147.0,1147.0,1138.75,1140.75,1140.75,1080.0,2024-03-05 00:00:00,Soja,Futuros de Soja,ZS=F,USD
203,1138.5,1140.25,1132.25,1140.25,1140.25,287.0,2024-03-06 00:00:00,Soja,Futuros de Soja,ZS=F,USD
204,1155.0,1157.0,1151.0,1157.0,1157.0,443.0,2024-03-07 00:00:00,Soja,Futuros de Soja,ZS=F,USD
205,1157.0,1170.5,1145.5,1170.5,1170.5,199.0,2024-03-08 00:00:00,Soja,Futuros de Soja,ZS=F,USD
206,1170.0,1170.75,1165.0,1165.0,1165.0,42.0,2024-03-11 00:00:00,Soja,Futuros de Soja,ZS=F,USD
207,1167.0,1182.0,1167.0,1182.0,1182.0,73.0,2024-03-12 00:00:00,Soja,Futuros de Soja,ZS=F,USD
